year,0 - 14 years_emigrants,15 - 24 years_emigrants,25 - 44 years_emigrants,45 - 64 years_emigrants,65 years and over_emigrants,All ages_emigrants,0 - 14 years_immigrants,15 - 24 years_immigrants,25 - 44 years_immigrants,45 - 64 years_immigrants,65 years and over_immigrants,All ages_immigrants,0 - 14 years_migration,15 - 24 years_migration,25 - 44 years_migration,45 - 64 years_migration,65 years and over_migration,All ages_migration,Unnamed: 0_x,sex,0 - 14 years,1 - 4 years,15 - 24 years,15 years and over,25 - 44 years,45 - 64 years,65 years and over,All ages,Under 1 year,Unnamed: 0_y,index,endpoint,All countries,Australia,Canada,EU14_excl_Irl_UK,EU15_to_27,other_countries_23,UK,USA
1993,2.2,47.2,18.2,2.4,0.4,35.1,11.1,20.5,28.9,7.2,1.7000000000000002,34.7,8.9,-26.7,10.700000000000001,4.800000000000001,1.3,-0.4,131,Male,470.9,110.0,316.2,1307.1,485.4,330.4,175.1,1778.0,25.9,62,62,Net migration,-0.2,10.4,1.1,-0.5,0.0,0.1,0.8,-0.6
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,132,Both sexes,898.5,211.4,621.1,2687.2,986.5,671.0,408.6,3585.9,48.8,63,63,Emigrants: All destinations,34.8,10.4,1.1,5.5,0.0,4.9,14.8,9.6
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,132,Both sexes,898.5,211.4,621.1,2687.2,986.5,671.0,408.6,3585.9,48.8,64,64,Immigrants: All origins,30.1,10.4,1.1,5.8,0.0,4.8,15.2,4.3
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,132,Both sexes,898.5,211.4,621.1,2687.2,986.5,671.0,408.6,3585.9,48.8,65,65,Net migration,-4.7,10.4,1.1,0.3,0.0,-0.1,0.4,-5.3
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,133,Female,436.4,102.6,303.0,1366.4,497.4,332.5,233.5,1802.6,23.6,66,66,Emigrants: All destinations,17.3,10.4,1.1,2.9,0.0,2.7,7.1,4.6
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,133,Female,436.4,102.6,303.0,1366.4,497.4,332.5,233.5,1802.6,23.6,67,67,Immigrants: All origins,15.3,10.4,1.1,3.1,0.0,2.6,7.4,2.2
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,133,Female,436.4,102.6,303.0,1366.4,497.4,332.5,233.5,1802.6,23.6,68,68,Net migration,-2.0,10.4,1.1,-4.0,0.0,0.1,0.3,-2.4
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,134,Male,462.4,108.9,318.1,1321.1,489.1,338.7,175.2,1783.3,25.2,69,69,Emigrants: All destinations,17.6,10.4,1.1,2.6,0.0,2.2,7.7,5.0
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,134,Male,462.4,108.9,318.1,1321.1,489.1,338.7,175.2,1783.3,25.2,70,70,Immigrants: All origins,14.8,10.4,1.1,2.7,0.0,2.2,7.8,2.1
1994,2.6999999999999997,49.2,16.4,1.2,0.0,34.8,8.8,19.4,24.2,6.1,1.7000000000000002,30.1,6.1000000000000005,-29.8,7.8,4.9,1.7000000000000002,-4.7,134,Male,462.4,108.9,318.1,1321.1,489.1,338.7,175.2,1783.3,25.2,71,71,Net migration,-2.7,10.4,1.1,0.1,0.0,0.0,0.1,-2.9
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,135,Both sexes,878.0,207.3,625.6,2723.4,999.7,686.8,411.3,3601.3,48.2,72,72,Emigrants: All destinations,33.1,10.4,1.1,5.1,0.0,6.6,13.3,8.2
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,135,Both sexes,878.0,207.3,625.6,2723.4,999.7,686.8,411.3,3601.3,48.2,73,73,Immigrants: All origins,31.2,10.4,1.1,6.3,0.0,5.5,15.6,3.8
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,135,Both sexes,878.0,207.3,625.6,2723.4,999.7,686.8,411.3,3601.3,48.2,74,74,Net migration,-1.9,10.4,1.1,1.2,0.0,-1.1,2.3,-4.4
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,136,Female,426.5,100.6,306.3,1386.5,504.2,340.7,235.3,1812.9,23.3,75,75,Emigrants: All destinations,14.9,10.4,1.1,2.6,0.0,3.4,5.4,3.6
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,136,Female,426.5,100.6,306.3,1386.5,504.2,340.7,235.3,1812.9,23.3,76,76,Immigrants: All origins,16.5,10.4,1.1,3.7,0.0,2.5,8.2,2.1
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,136,Female,426.5,100.6,306.3,1386.5,504.2,340.7,235.3,1812.9,23.3,77,77,Net migration,1.6,10.4,1.1,-1.7,0.0,0.9,2.8,-1.5
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,137,Male,451.3,106.7,319.4,1337.1,495.4,346.2,176.1,1788.4,24.9,78,78,Emigrants: All destinations,18.2,10.4,1.1,2.5,0.0,3.2,7.8,4.6
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,137,Male,451.3,106.7,319.4,1337.1,495.4,346.2,176.1,1788.4,24.9,79,79,Immigrants: All origins,14.7,10.4,1.1,2.6,0.0,3.1,7.3,1.8
1995,2.4,45.2,16.9,1.6,0.0,33.1,10.6,16.0,29.2,5.2,1.4,31.2,8.2,-29.200000000000003,12.299999999999999,3.6,1.4,-1.9,137,Male,451.3,106.7,319.4,1337.1,495.4,346.2,176.1,1788.4,24.9,80,80,Net migration,-3.4,10.4,1.1,0.1,0.0,-0.1,-0.5,-2.8
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,138,Both sexes,859.4,201.5,632.9,2766.7,1016.1,703.8,413.9,3626.1,48.9,81,81,Emigrants: All destinations,31.2,10.4,1.1,5.1,0.0,6.8,14.1,5.2
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,138,Both sexes,859.4,201.5,632.9,2766.7,1016.1,703.8,413.9,3626.1,48.9,82,82,Immigrants: All origins,39.2,10.4,1.1,7.2,0.0,8.0,17.6,6.4
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,138,Both sexes,859.4,201.5,632.9,2766.7,1016.1,703.8,413.9,3626.1,48.9,83,83,Net migration,8.0,10.4,1.1,2.1,0.0,1.2,3.5,1.2
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,139,Female,418.0,98.0,309.8,1407.9,512.8,348.7,236.6,1825.9,23.6,84,84,Emigrants: All destinations,15.9,10.4,1.1,2.8,0.0,3.2,7.4,2.5
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,139,Female,418.0,98.0,309.8,1407.9,512.8,348.7,236.6,1825.9,23.6,85,85,Immigrants: All origins,20.4,10.4,1.1,3.9,0.0,3.7,9.2,3.6
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,139,Female,418.0,98.0,309.8,1407.9,512.8,348.7,236.6,1825.9,23.6,86,86,Net migration,4.4,10.4,1.1,-3.5,0.0,-0.5,1.8,1.1
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,140,Male,441.5,103.5,323.1,1358.8,503.3,355.1,177.3,1800.2,25.2,87,87,Emigrants: All destinations,15.3,10.4,1.1,2.2,0.0,3.6,6.7,2.7
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,140,Male,441.5,103.5,323.1,1358.8,503.3,355.1,177.3,1800.2,25.2,88,88,Immigrants: All origins,18.8,10.4,1.1,3.2,0.0,4.3,8.4,2.8
1996,1.9,42.9,16.2,1.4,0.0,31.2,13.3,21.8,33.699999999999996,7.1000000000000005,2.4,39.2,11.399999999999999,-21.099999999999998,17.5,5.700000000000001,2.4,8.0,140,Male,441.5,103.5,323.1,1358.8,503.3,355.1,177.3,1800.2,25.2,89,89,Net migration,3.5,10.4,1.1,1.0,0.0,0.7,1.7,0.1
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,141,Both sexes,846.0,199.5,640.9,2818.3,1037.6,723.6,416.3,3664.3,50.5,90,90,Emigrants: All destinations,25.3,10.4,1.1,3.8,0.0,6.6,11.6,3.4
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,141,Both sexes,846.0,199.5,640.9,2818.3,1037.6,723.6,416.3,3664.3,50.5,91,91,Immigrants: All origins,44.5,10.4,1.1,8.1,0.0,9.4,20.3,6.7
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,141,Both sexes,846.0,199.5,640.9,2818.3,1037.6,723.6,416.3,3664.3,50.5,92,92,Net migration,19.2,10.4,1.1,4.3,0.0,2.8,8.7,3.3
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,142,Female,411.5,96.9,313.4,1433.4,523.7,358.6,237.7,1844.9,24.4,93,93,Emigrants: All destinations,12.9,10.4,1.1,2.0,0.0,3.4,6.1,1.3
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,142,Female,411.5,96.9,313.4,1433.4,523.7,358.6,237.7,1844.9,24.4,94,94,Immigrants: All origins,22.6,10.4,1.1,4.2,0.0,4.5,9.9,4.0
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,142,Female,411.5,96.9,313.4,1433.4,523.7,358.6,237.7,1844.9,24.4,95,95,Net migration,9.7,10.4,1.1,-1.9,0.0,-1.1,3.8,2.7
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,143,Male,434.4,102.6,327.5,1384.9,513.9,365.0,178.6,1819.4,26.1,96,96,Emigrants: All destinations,12.5,10.4,1.1,1.8,0.0,3.2,5.4,2.1
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,143,Male,434.4,102.6,327.5,1384.9,513.9,365.0,178.6,1819.4,26.1,97,97,Immigrants: All origins,22.0,10.4,1.1,3.9,0.0,4.9,10.4,2.7
1997,0.6,38.8,11.2,0.0,0.0,25.3,12.8,27.5,36.4,9.4,3.0,44.5,12.2,-11.299999999999999,25.2,9.4,3.0,19.2,143,Male,434.4,102.6,327.5,1384.9,513.9,365.0,178.6,1819.4,26.1,98,98,Net migration,9.5,10.4,1.1,2.1,0.0,1.7,5.0,0.6
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,144,Both sexes,835.8,201.1,642.8,2867.3,1058.8,745.5,420.2,3703.1,52.6,99,99,Emigrants: All destinations,28.6,10.4,1.1,5.9,0.0,5.6,11.8,5.3
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,144,Both sexes,835.8,201.1,642.8,2867.3,1058.8,745.5,420.2,3703.1,52.6,100,100,Immigrants: All origins,46.0,10.4,1.1,9.1,0.0,9.7,22.1,5.1
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,144,Both sexes,835.8,201.1,642.8,2867.3,1058.8,745.5,420.2,3703.1,52.6,101,101,Net migration,17.4,10.4,1.1,3.2,0.0,4.1,10.3,-0.2
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,145,Female,406.5,97.3,314.7,1457.7,533.4,370.0,239.7,1864.2,25.6,102,102,Emigrants: All destinations,14.7,10.4,1.1,3.6,0.0,3.2,5.8,2.0
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,145,Female,406.5,97.3,314.7,1457.7,533.4,370.0,239.7,1864.2,25.6,103,103,Immigrants: All origins,23.3,10.4,1.1,5.5,0.0,4.7,10.6,2.4
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,145,Female,406.5,97.3,314.7,1457.7,533.4,370.0,239.7,1864.2,25.6,104,104,Net migration,8.6,10.4,1.1,-0.3,0.0,-1.5,4.8,0.4
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,146,Male,429.3,103.8,328.1,1409.5,525.4,375.6,180.6,1838.9,27.0,105,105,Emigrants: All destinations,13.9,10.4,1.1,2.3,0.0,2.3,6.0,3.3
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,146,Male,429.3,103.8,328.1,1409.5,525.4,375.6,180.6,1838.9,27.0,106,106,Immigrants: All origins,22.7,10.4,1.1,3.5,0.0,5.0,11.4,2.7
1998,3.2,42.1,11.5,0.4,0.0,28.6,15.0,24.8,39.8,8.6,3.6,46.0,11.8,-17.3,28.299999999999997,8.2,3.6,17.4,146,Male,429.3,103.8,328.1,1409.5,525.4,375.6,180.6,1838.9,27.0,107,107,Net migration,8.8,10.4,1.1,1.2,0.0,2.7,5.4,-0.6
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,147,Both sexes,830.6,206.4,642.5,2911.1,1080.8,765.8,421.9,3741.6,53.3,108,108,Emigrants: All destinations,31.5,10.4,1.1,5.5,0.0,9.5,11.2,5.3
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,147,Both sexes,830.6,206.4,642.5,2911.1,1080.8,765.8,421.9,3741.6,53.3,109,109,Immigrants: All origins,48.9,10.4,1.1,10.2,0.0,10.5,22.3,5.9
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,147,Both sexes,830.6,206.4,642.5,2911.1,1080.8,765.8,421.9,3741.6,53.3,110,110,Net migration,17.3,10.4,1.1,4.7,0.0,1.0,11.1,0.6
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,148,Female,403.9,99.9,315.0,1479.2,543.7,380.2,240.3,1883.0,25.9,111,111,Emigrants: All destinations,16.1,10.4,1.1,3.2,0.0,4.4,6.0,2.4
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,148,Female,403.9,99.9,315.0,1479.2,543.7,380.2,240.3,1883.0,25.9,112,112,Immigrants: All origins,24.4,10.4,1.1,5.7,0.0,5.2,10.5,3.0
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,148,Female,403.9,99.9,315.0,1479.2,543.7,380.2,240.3,1883.0,25.9,113,113,Net migration,8.3,10.4,1.1,-0.3,0.0,-0.8,4.5,0.6
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,149,Male,426.7,106.5,327.5,1431.9,537.1,385.7,181.6,1858.6,27.4,114,114,Emigrants: All destinations,15.5,10.4,1.1,2.2,0.0,5.1,5.2,2.9
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,149,Male,426.7,106.5,327.5,1431.9,537.1,385.7,181.6,1858.6,27.4,115,115,Immigrants: All origins,24.5,10.4,1.1,4.6,0.0,5.3,11.8,2.8
1999,0.0,46.2,15.2,0.6,1.1,31.5,14.0,30.6,43.1,8.2,1.8,48.9,14.0,-15.600000000000001,27.9,7.6,0.6999999999999997,17.3,149,Male,426.7,106.5,327.5,1431.9,537.1,385.7,181.6,1858.6,27.4,116,116,Net migration,9.0,10.4,1.1,2.4,0.0,0.2,6.6,-0.1
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,150,Both sexes,828.0,212.5,641.2,2961.5,1107.6,788.0,424.7,3789.5,53.6,117,117,Emigrants: All destinations,26.6,10.4,1.1,5.5,0.0,10.0,7.2,4.0
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,150,Both sexes,828.0,212.5,641.2,2961.5,1107.6,788.0,424.7,3789.5,53.6,118,118,Immigrants: All origins,52.6,10.4,1.1,11.7,0.0,14.5,20.8,5.5
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,150,Both sexes,828.0,212.5,641.2,2961.5,1107.6,788.0,424.7,3789.5,53.6,119,119,Net migration,26.0,10.4,1.1,6.2,0.0,4.5,13.6,1.5
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,151,Female,402.9,102.9,315.0,1503.7,556.2,391.1,241.5,1906.6,26.0,120,120,Emigrants: All destinations,13.5,10.4,1.1,3.1,0.0,4.8,3.7,1.9
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,151,Female,402.9,102.9,315.0,1503.7,556.2,391.1,241.5,1906.6,26.0,121,121,Immigrants: All origins,26.4,10.4,1.1,6.8,0.0,6.4,10.5,2.7
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,151,Female,402.9,102.9,315.0,1503.7,556.2,391.1,241.5,1906.6,26.0,122,122,Net migration,12.9,10.4,1.1,3.1,0.0,-1.6,6.8,0.8
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,152,Male,425.2,109.6,326.3,1457.8,551.4,396.9,183.2,1882.9,27.6,123,123,Emigrants: All destinations,13.1,10.4,1.1,2.4,0.0,5.2,3.4,2.1
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,152,Male,425.2,109.6,326.3,1457.8,551.4,396.9,183.2,1882.9,27.6,124,124,Immigrants: All origins,26.2,10.4,1.1,4.9,0.0,8.1,10.4,2.8
2000,0.0,42.8,9.2,0.2,1.2,26.6,14.3,33.7,46.8,8.0,2.4,52.6,14.3,-9.099999999999998,37.6,7.8,1.2,26.0,152,Male,425.2,109.6,326.3,1457.8,551.4,396.9,183.2,1882.9,27.6,125,125,Net migration,13.1,10.4,1.1,2.5,0.0,2.9,7.0,0.7
