,year,age_group,sex,value
3005,1987,0 - 14 years,Female,493.9
3006,1987,1 - 4 years,Both sexes,255.1
3007,1987,1 - 4 years,Male,130.8
3008,1987,1 - 4 years,Female,124.3
3018,1987,15 - 24 years,Both sexes,615.8
3019,1987,15 - 24 years,Male,313.0
3020,1987,15 - 24 years,Female,302.8
3021,1987,15 years and over,Both sexes,2532.1
3022,1987,15 years and over,Male,1249.6
3023,1987,15 years and over,Female,1282.3
3030,1987,25 - 44 years,Both sexes,936.0
3031,1987,25 - 44 years,Male,470.7
3032,1987,25 - 44 years,Female,465.2
3045,1987,45 - 64 years,Both sexes,592.1
3046,1987,45 - 64 years,Male,296.2
3047,1987,45 - 64 years,Female,295.8
3060,1987,65 years and over,Both sexes,388.2
3061,1987,65 years and over,Male,169.7
3062,1987,65 years and over,Female,218.5
3075,1987,All ages,Both sexes,3546.5
3076,1987,All ages,Male,1770.3
3077,1987,All ages,Female,1776.2
3078,1988,Under 1 year,Both sexes,57.3
3079,1988,Under 1 year,Male,29.2
3080,1988,Under 1 year,Female,28.0
3084,1988,0 - 14 years,Both sexes,993.9
3085,1988,0 - 14 years,Male,509.7
3086,1988,0 - 14 years,Female,484.1
3087,1988,1 - 4 years,Both sexes,246.4
3088,1988,1 - 4 years,Male,126.7
3089,1988,1 - 4 years,Female,119.7
3099,1988,15 - 24 years,Both sexes,608.8
3100,1988,15 - 24 years,Male,308.9
3101,1988,15 - 24 years,Female,299.9
3102,1988,15 years and over,Both sexes,2536.9
3103,1988,15 years and over,Male,1249.0
3104,1988,15 years and over,Female,1287.8
3111,1988,25 - 44 years,Both sexes,939.3
3112,1988,25 - 44 years,Male,470.3
3113,1988,25 - 44 years,Female,468.8
3126,1988,45 - 64 years,Both sexes,595.6
3127,1988,45 - 64 years,Male,298.3
3128,1988,45 - 64 years,Female,297.3
3141,1988,65 years and over,Both sexes,393.2
3142,1988,65 years and over,Male,171.5
3143,1988,65 years and over,Female,221.8
3156,1988,All ages,Both sexes,3530.7
3157,1988,All ages,Male,1758.8
3158,1988,All ages,Female,1771.9
3159,1989,Under 1 year,Both sexes,53.4
3160,1989,Under 1 year,Male,27.3
3161,1989,Under 1 year,Female,26.0
3165,1989,0 - 14 years,Both sexes,973.5
3166,1989,0 - 14 years,Male,499.4
3167,1989,0 - 14 years,Female,474.0
3168,1989,1 - 4 years,Both sexes,238.9
3169,1989,1 - 4 years,Male,122.5
3170,1989,1 - 4 years,Female,116.4
3180,1989,15 - 24 years,Both sexes,597.6
3181,1989,15 - 24 years,Male,303.2
3182,1989,15 - 24 years,Female,294.4
3183,1989,15 years and over,Both sexes,2536.0
3184,1989,15 years and over,Male,1244.6
3185,1989,15 years and over,Female,1291.5
3192,1989,25 - 44 years,Both sexes,941.2
3193,1989,25 - 44 years,Male,468.5
3194,1989,25 - 44 years,Female,472.6
3207,1989,45 - 64 years,Both sexes,599.8
3208,1989,45 - 64 years,Male,300.2
3209,1989,45 - 64 years,Female,299.6
3222,1989,65 years and over,Both sexes,397.4
3223,1989,65 years and over,Male,172.7
3224,1989,65 years and over,Female,224.9
3237,1989,All ages,Both sexes,3509.5
3238,1989,All ages,Male,1744.1
3239,1989,All ages,Female,1765.5
3240,1990,Under 1 year,Both sexes,51.7
3241,1990,Under 1 year,Male,26.6
3242,1990,Under 1 year,Female,25.1
3246,1990,0 - 14 years,Both sexes,954.6
3247,1990,0 - 14 years,Male,489.7
3248,1990,0 - 14 years,Female,464.8
3249,1990,1 - 4 years,Both sexes,230.5
3250,1990,1 - 4 years,Male,117.7
3251,1990,1 - 4 years,Female,112.8
3261,1990,15 - 24 years,Both sexes,594.1
3262,1990,15 - 24 years,Male,303.1
3263,1990,15 - 24 years,Female,291.0
3264,1990,15 years and over,Both sexes,2551.3
3265,1990,15 years and over,Male,1253.0
3266,1990,15 years and over,Female,1298.2
3273,1990,25 - 44 years,Both sexes,949.1
3274,1990,25 - 44 years,Male,471.8
3275,1990,25 - 44 years,Female,477.3
3288,1990,45 - 64 years,Both sexes,608.1
3289,1990,45 - 64 years,Male,304.8
3290,1990,45 - 64 years,Female,303.2
3303,1990,65 years and over,Both sexes,400.0
3304,1990,65 years and over,Male,173.3
3305,1990,65 years and over,Female,226.7
3318,1990,All ages,Both sexes,3505.8
3319,1990,All ages,Male,1742.8
3320,1990,All ages,Female,1763.1
3321,1991,Under 1 year,Both sexes,53.0
3322,1991,Under 1 year,Male,27.4
3323,1991,Under 1 year,Female,25.7
3327,1991,0 - 14 years,Both sexes,940.6
3328,1991,0 - 14 years,Male,482.8
3329,1991,0 - 14 years,Female,457.7
3330,1991,1 - 4 years,Both sexes,220.7
3331,1991,1 - 4 years,Male,113.2
3332,1991,1 - 4 years,Female,107.5
3342,1991,15 - 24 years,Both sexes,601.6
3343,1991,15 - 24 years,Male,307.9
3344,1991,15 - 24 years,Female,293.7
3345,1991,15 years and over,Both sexes,2585.1
3346,1991,15 years and over,Male,1270.6
3347,1991,15 years and over,Female,1314.6
3354,1991,25 - 44 years,Both sexes,959.0
3355,1991,25 - 44 years,Male,476.4
3356,1991,25 - 44 years,Female,482.6
3369,1991,45 - 64 years,Both sexes,621.7
3370,1991,45 - 64 years,Male,312.6
3371,1991,45 - 64 years,Female,309.1
3384,1991,65 years and over,Both sexes,402.9
3385,1991,65 years and over,Male,173.7
3386,1991,65 years and over,Female,229.2
3399,1991,All ages,Both sexes,3525.7
3400,1991,All ages,Male,1753.4
3401,1991,All ages,Female,1772.3
3402,1992,Under 1 year,Both sexes,52.4
3403,1992,Under 1 year,Male,26.9
3404,1992,Under 1 year,Female,25.5
3408,1992,0 - 14 years,Both sexes,930.9
3409,1992,0 - 14 years,Male,478.1
3410,1992,0 - 14 years,Female,452.8
3411,1992,1 - 4 years,Both sexes,217.1
3412,1992,1 - 4 years,Male,111.3
3413,1992,1 - 4 years,Female,105.8
3423,1992,15 - 24 years,Both sexes,610.2
3424,1992,15 - 24 years,Male,313.0
3425,1992,15 - 24 years,Female,297.2
3426,1992,15 years and over,Both sexes,2623.7
3427,1992,15 years and over,Male,1290.5
3428,1992,15 years and over,Female,1333.4
3435,1992,25 - 44 years,Both sexes,970.7
3436,1992,25 - 44 years,Male,481.6
3437,1992,25 - 44 years,Female,489.1
3450,1992,45 - 64 years,Both sexes,637.0
3451,1992,45 - 64 years,Male,321.3
3452,1992,45 - 64 years,Female,315.8
3465,1992,65 years and over,Both sexes,405.8
3466,1992,65 years and over,Male,174.6
3467,1992,65 years and over,Female,231.3
3480,1992,All ages,Both sexes,3554.5
3481,1992,All ages,Male,1768.4
3482,1992,All ages,Female,1786.1
3483,1993,Under 1 year,Both sexes,50.2
3484,1993,Under 1 year,Male,25.9
3485,1993,Under 1 year,Female,24.3
3489,1993,0 - 14 years,Both sexes,917.0
3490,1993,0 - 14 years,Male,470.9
3491,1993,0 - 14 years,Female,446.0
3492,1993,1 - 4 years,Both sexes,214.3
3493,1993,1 - 4 years,Male,110.0
3494,1993,1 - 4 years,Female,104.3
3504,1993,15 - 24 years,Both sexes,615.9
3505,1993,15 - 24 years,Male,316.2
3506,1993,15 - 24 years,Female,299.6
3507,1993,15 years and over,Both sexes,2657.2
3508,1993,15 years and over,Male,1307.1
3509,1993,15 years and over,Female,1350.0
3516,1993,25 - 44 years,Both sexes,979.0
3517,1993,25 - 44 years,Male,485.4
3518,1993,25 - 44 years,Female,493.6
3531,1993,45 - 64 years,Both sexes,654.3
3532,1993,45 - 64 years,Male,330.4
3533,1993,45 - 64 years,Female,324.0
3546,1993,65 years and over,Both sexes,408.0
3547,1993,65 years and over,Male,175.1
3548,1993,65 years and over,Female,232.8
3561,1993,All ages,Both sexes,3574.1
3562,1993,All ages,Male,1778.0
3563,1993,All ages,Female,1796.1
3564,1994,Under 1 year,Both sexes,48.8
3565,1994,Under 1 year,Male,25.2
3566,1994,Under 1 year,Female,23.6
3570,1994,0 - 14 years,Both sexes,898.5
3571,1994,0 - 14 years,Male,462.4
3572,1994,0 - 14 years,Female,436.4
3573,1994,1 - 4 years,Both sexes,211.4
3574,1994,1 - 4 years,Male,108.9
3575,1994,1 - 4 years,Female,102.6
3585,1994,15 - 24 years,Both sexes,621.1
3586,1994,15 - 24 years,Male,318.1
3587,1994,15 - 24 years,Female,303.0
3588,1994,15 years and over,Both sexes,2687.2
3589,1994,15 years and over,Male,1321.1
3590,1994,15 years and over,Female,1366.4
3597,1994,25 - 44 years,Both sexes,986.5
3598,1994,25 - 44 years,Male,489.1
3599,1994,25 - 44 years,Female,497.4
3612,1994,45 - 64 years,Both sexes,671.0
3613,1994,45 - 64 years,Male,338.7
3614,1994,45 - 64 years,Female,332.5
3627,1994,65 years and over,Both sexes,408.6
3628,1994,65 years and over,Male,175.2
3629,1994,65 years and over,Female,233.5
3642,1994,All ages,Both sexes,3585.9
3643,1994,All ages,Male,1783.3
3644,1994,All ages,Female,1802.6
3645,1995,Under 1 year,Both sexes,48.2
3646,1995,Under 1 year,Male,24.9
3647,1995,Under 1 year,Female,23.3
3651,1995,0 - 14 years,Both sexes,878.0
3652,1995,0 - 14 years,Male,451.3
3653,1995,0 - 14 years,Female,426.5
3654,1995,1 - 4 years,Both sexes,207.3
3655,1995,1 - 4 years,Male,106.7
3656,1995,1 - 4 years,Female,100.6
3666,1995,15 - 24 years,Both sexes,625.6
3667,1995,15 - 24 years,Male,319.4
3668,1995,15 - 24 years,Female,306.3
3669,1995,15 years and over,Both sexes,2723.4
3670,1995,15 years and over,Male,1337.1
3671,1995,15 years and over,Female,1386.5
3678,1995,25 - 44 years,Both sexes,999.7
3679,1995,25 - 44 years,Male,495.4
3680,1995,25 - 44 years,Female,504.2
3693,1995,45 - 64 years,Both sexes,686.8
3694,1995,45 - 64 years,Male,346.2
3695,1995,45 - 64 years,Female,340.7
3708,1995,65 years and over,Both sexes,411.3
3709,1995,65 years and over,Male,176.1
3710,1995,65 years and over,Female,235.3
3723,1995,All ages,Both sexes,3601.3
3724,1995,All ages,Male,1788.4
3725,1995,All ages,Female,1812.9
3726,1996,Under 1 year,Both sexes,48.9
3727,1996,Under 1 year,Male,25.2
3728,1996,Under 1 year,Female,23.6
3732,1996,0 - 14 years,Both sexes,859.4
3733,1996,0 - 14 years,Male,441.5
3734,1996,0 - 14 years,Female,418.0
3735,1996,1 - 4 years,Both sexes,201.5
3736,1996,1 - 4 years,Male,103.5
3737,1996,1 - 4 years,Female,98.0
3747,1996,15 - 24 years,Both sexes,632.9
3748,1996,15 - 24 years,Male,323.1
3749,1996,15 - 24 years,Female,309.8
3750,1996,15 years and over,Both sexes,2766.7
3751,1996,15 years and over,Male,1358.8
3752,1996,15 years and over,Female,1407.9
3759,1996,25 - 44 years,Both sexes,1016.1
3760,1996,25 - 44 years,Male,503.3
3761,1996,25 - 44 years,Female,512.8
3774,1996,45 - 64 years,Both sexes,703.8
3775,1996,45 - 64 years,Male,355.1
3776,1996,45 - 64 years,Female,348.7
3789,1996,65 years and over,Both sexes,413.9
3790,1996,65 years and over,Male,177.3
3791,1996,65 years and over,Female,236.6
3804,1996,All ages,Both sexes,3626.1
3805,1996,All ages,Male,1800.2
3806,1996,All ages,Female,1825.9
3807,1997,Under 1 year,Both sexes,50.5
3808,1997,Under 1 year,Male,26.1
3809,1997,Under 1 year,Female,24.4
3813,1997,0 - 14 years,Both sexes,846.0
3814,1997,0 - 14 years,Male,434.4
3815,1997,0 - 14 years,Female,411.5
3816,1997,1 - 4 years,Both sexes,199.5
3817,1997,1 - 4 years,Male,102.6
3818,1997,1 - 4 years,Female,96.9
3828,1997,15 - 24 years,Both sexes,640.9
3829,1997,15 - 24 years,Male,327.5
3830,1997,15 - 24 years,Female,313.4
3831,1997,15 years and over,Both sexes,2818.3
3832,1997,15 years and over,Male,1384.9
3833,1997,15 years and over,Female,1433.4
3840,1997,25 - 44 years,Both sexes,1037.6
3841,1997,25 - 44 years,Male,513.9
3842,1997,25 - 44 years,Female,523.7
3855,1997,45 - 64 years,Both sexes,723.6
3856,1997,45 - 64 years,Male,365.0
3857,1997,45 - 64 years,Female,358.6
3870,1997,65 years and over,Both sexes,416.3
3871,1997,65 years and over,Male,178.6
3872,1997,65 years and over,Female,237.7
3885,1997,All ages,Both sexes,3664.3
3886,1997,All ages,Male,1819.4
3887,1997,All ages,Female,1844.9
3888,1998,Under 1 year,Both sexes,52.6
3889,1998,Under 1 year,Male,27.0
3890,1998,Under 1 year,Female,25.6
3894,1998,0 - 14 years,Both sexes,835.8
3895,1998,0 - 14 years,Male,429.3
3896,1998,0 - 14 years,Female,406.5
3897,1998,1 - 4 years,Both sexes,201.1
3898,1998,1 - 4 years,Male,103.8
3899,1998,1 - 4 years,Female,97.3
3909,1998,15 - 24 years,Both sexes,642.8
3910,1998,15 - 24 years,Male,328.1
3911,1998,15 - 24 years,Female,314.7
3912,1998,15 years and over,Both sexes,2867.3
3913,1998,15 years and over,Male,1409.5
3914,1998,15 years and over,Female,1457.7
3921,1998,25 - 44 years,Both sexes,1058.8
3922,1998,25 - 44 years,Male,525.4
3923,1998,25 - 44 years,Female,533.4
3936,1998,45 - 64 years,Both sexes,745.5
3937,1998,45 - 64 years,Male,375.6
3938,1998,45 - 64 years,Female,370.0
3951,1998,65 years and over,Both sexes,420.2
3952,1998,65 years and over,Male,180.6
3953,1998,65 years and over,Female,239.7
3966,1998,All ages,Both sexes,3703.1
3967,1998,All ages,Male,1838.9
3968,1998,All ages,Female,1864.2
3969,1999,Under 1 year,Both sexes,53.3
3970,1999,Under 1 year,Male,27.4
3971,1999,Under 1 year,Female,25.9
3975,1999,0 - 14 years,Both sexes,830.6
3976,1999,0 - 14 years,Male,426.7
3977,1999,0 - 14 years,Female,403.9
3978,1999,1 - 4 years,Both sexes,206.4
3979,1999,1 - 4 years,Male,106.5
3980,1999,1 - 4 years,Female,99.9
3990,1999,15 - 24 years,Both sexes,642.5
3991,1999,15 - 24 years,Male,327.5
3992,1999,15 - 24 years,Female,315.0
3993,1999,15 years and over,Both sexes,2911.1
3994,1999,15 years and over,Male,1431.9
3995,1999,15 years and over,Female,1479.2
4002,1999,25 - 44 years,Both sexes,1080.8
4003,1999,25 - 44 years,Male,537.1
4004,1999,25 - 44 years,Female,543.7
4017,1999,45 - 64 years,Both sexes,765.8
4018,1999,45 - 64 years,Male,385.7
4019,1999,45 - 64 years,Female,380.2
4032,1999,65 years and over,Both sexes,421.9
4033,1999,65 years and over,Male,181.6
4034,1999,65 years and over,Female,240.3
4047,1999,All ages,Both sexes,3741.6
4048,1999,All ages,Male,1858.6
4049,1999,All ages,Female,1883.0
4050,2000,Under 1 year,Both sexes,53.6
4051,2000,Under 1 year,Male,27.6
4052,2000,Under 1 year,Female,26.0
4056,2000,0 - 14 years,Both sexes,828.0
4057,2000,0 - 14 years,Male,425.2
4058,2000,0 - 14 years,Female,402.9
4059,2000,1 - 4 years,Both sexes,212.5
4060,2000,1 - 4 years,Male,109.6
4061,2000,1 - 4 years,Female,102.9
4071,2000,15 - 24 years,Both sexes,641.2
4072,2000,15 - 24 years,Male,326.3
4073,2000,15 - 24 years,Female,315.0
4074,2000,15 years and over,Both sexes,2961.5
4075,2000,15 years and over,Male,1457.8
4076,2000,15 years and over,Female,1503.7
4083,2000,25 - 44 years,Both sexes,1107.6
4084,2000,25 - 44 years,Male,551.4
4085,2000,25 - 44 years,Female,556.2
4098,2000,45 - 64 years,Both sexes,788.0
4099,2000,45 - 64 years,Male,396.9
4100,2000,45 - 64 years,Female,391.1
4113,2000,65 years and over,Both sexes,424.7
4114,2000,65 years and over,Male,183.2
4115,2000,65 years and over,Female,241.5
4128,2000,All ages,Both sexes,3789.5
4129,2000,All ages,Male,1882.9
4130,2000,All ages,Female,1906.6
4131,2001,Under 1 year,Both sexes,55.1
4132,2001,Under 1 year,Male,28.4
4133,2001,Under 1 year,Female,26.7
4137,2001,0 - 14 years,Both sexes,827.5
4138,2001,0 - 14 years,Male,424.9
4139,2001,0 - 14 years,Female,402.6
4140,2001,1 - 4 years,Both sexes,218.1
4141,2001,1 - 4 years,Male,112.0
4142,2001,1 - 4 years,Female,106.1
4152,2001,15 - 24 years,Both sexes,638.0
4153,2001,15 - 24 years,Male,324.8
4154,2001,15 - 24 years,Female,313.2
4155,2001,15 years and over,Both sexes,3019.7
4156,2001,15 years and over,Male,1488.2
4157,2001,15 years and over,Female,1531.5
4164,2001,25 - 44 years,Both sexes,1142.1
4165,2001,25 - 44 years,Male,569.5
4166,2001,25 - 44 years,Female,572.6
4179,2001,45 - 64 years,Both sexes,809.7
4180,2001,45 - 64 years,Male,407.8
4181,2001,45 - 64 years,Female,401.9
4194,2001,65 years and over,Both sexes,429.8
4195,2001,65 years and over,Male,186.0
4196,2001,65 years and over,Female,243.8
4209,2001,All ages,Both sexes,3847.2
4210,2001,All ages,Male,1913.1
4211,2001,All ages,Female,1934.1
4212,2002,Under 1 year,Both sexes,54.5
4213,2002,Under 1 year,Male,27.8
4214,2002,Under 1 year,Female,26.7
4218,2002,0 - 14 years,Both sexes,827.4
4219,2002,0 - 14 years,Male,424.0
4220,2002,0 - 14 years,Female,403.4
4221,2002,1 - 4 years,Both sexes,223.1
4222,2002,1 - 4 years,Male,114.2
4223,2002,1 - 4 years,Female,108.9
4233,2002,15 - 24 years,Both sexes,641.5
4234,2002,15 - 24 years,Male,325.7
4235,2002,15 - 24 years,Female,315.8
4236,2002,15 years and over,Both sexes,3089.8
4237,2002,15 years and over,Male,1522.2
4238,2002,15 years and over,Female,1567.7
4245,2002,25 - 44 years,Both sexes,1180.3
4246,2002,25 - 44 years,Male,588.3
4247,2002,25 - 44 years,Female,592.0
4260,2002,45 - 64 years,Both sexes,832.0
4261,2002,45 - 64 years,Male,419.0
4262,2002,45 - 64 years,Female,413.1
4275,2002,65 years and over,Both sexes,436.0
4276,2002,65 years and over,Male,189.2
4277,2002,65 years and over,Female,246.8
4290,2002,All ages,Both sexes,3917.2
4291,2002,All ages,Male,1946.2
4292,2002,All ages,Female,1971.0
4293,2003,Under 1 year,Both sexes,60.4
4294,2003,Under 1 year,Male,31.0
4295,2003,Under 1 year,Female,29.4
4299,2003,0 - 14 years,Both sexes,834.7
4300,2003,0 - 14 years,Male,427.6
4301,2003,0 - 14 years,Female,407.1
4302,2003,1 - 4 years,Both sexes,223.9
4303,2003,1 - 4 years,Male,114.4
4304,2003,1 - 4 years,Female,109.5
4314,2003,15 - 24 years,Both sexes,638.7
4315,2003,15 - 24 years,Male,322.9
4316,2003,15 - 24 years,Female,315.8
4317,2003,15 years and over,Both sexes,3145.2
4318,2003,15 years and over,Male,1549.3
4319,2003,15 years and over,Female,1596.0
4326,2003,25 - 44 years,Both sexes,1209.1
4327,2003,25 - 44 years,Male,603.1
4328,2003,25 - 44 years,Female,606.0
4341,2003,45 - 64 years,Both sexes,855.5
4342,2003,45 - 64 years,Male,430.9
4343,2003,45 - 64 years,Female,424.6
4356,2003,65 years and over,Both sexes,441.9
4357,2003,65 years and over,Male,192.4
4358,2003,65 years and over,Female,249.6
4371,2003,All ages,Both sexes,3979.9
4372,2003,All ages,Male,1976.9
4373,2003,All ages,Female,2002.9
4374,2004,Under 1 year,Both sexes,61.6
4375,2004,Under 1 year,Male,31.5
4376,2004,Under 1 year,Female,30.1
4380,2004,0 - 14 years,Both sexes,843.8
4381,2004,0 - 14 years,Male,432.7
4382,2004,0 - 14 years,Female,411.2
4383,2004,1 - 4 years,Both sexes,229.1
4384,2004,1 - 4 years,Male,117.2
4385,2004,1 - 4 years,Female,111.9
4395,2004,15 - 24 years,Both sexes,634.5
4396,2004,15 - 24 years,Male,320.9
4397,2004,15 - 24 years,Female,313.6
4398,2004,15 years and over,Both sexes,3201.4
4399,2004,15 years and over,Male,1579.3
4400,2004,15 years and over,Female,1622.1
4407,2004,25 - 44 years,Both sexes,1240.0
4408,2004,25 - 44 years,Male,619.6
4409,2004,25 - 44 years,Female,620.5
4422,2004,45 - 64 years,Both sexes,877.2
4423,2004,45 - 64 years,Male,442.0
4424,2004,45 - 64 years,Female,435.2
4437,2004,65 years and over,Both sexes,449.7
4438,2004,65 years and over,Male,196.8
4439,2004,65 years and over,Female,252.9
4452,2004,All ages,Both sexes,4045.2
4453,2004,All ages,Male,2011.9
4454,2004,All ages,Female,2033.3
4455,2005,Under 1 year,Both sexes,61.0
4456,2005,Under 1 year,Male,31.5
4457,2005,Under 1 year,Female,29.6
4461,2005,0 - 14 years,Both sexes,853.5
4462,2005,0 - 14 years,Male,438.0
4463,2005,0 - 14 years,Female,415.6
4464,2005,1 - 4 years,Both sexes,235.5
4465,2005,1 - 4 years,Male,120.2
4466,2005,1 - 4 years,Female,115.3
4476,2005,15 - 24 years,Both sexes,632.2
4477,2005,15 - 24 years,Male,319.8
4478,2005,15 - 24 years,Female,312.5
4479,2005,15 years and over,Both sexes,3280.4
4480,2005,15 years and over,Male,1623.8
4481,2005,15 years and over,Female,1656.7
4488,2005,25 - 44 years,Both sexes,1287.2
