,year,sex,age_group,Border,Dublin,Mid-East,Mid-West,Midland,South-East,South-West,State,West
493,2019,Female,All ages,206.6,715.4,368.0,246.7,152.6,220.5,357.6,2502.2,234.8
494,2019,Male,0 - 4 years,12.4,44.7,26.4,14.7,12.5,13.2,22.6,161.3,14.8
495,2019,Male,10 - 14 years,16.0,43.4,29.5,18.0,11.9,16.7,24.8,176.9,16.6
496,2019,Male,15 - 19 years,14.1,42.1,26.7,16.1,11.0,14.9,23.1,163.3,15.3
497,2019,Male,20 - 24 years,11.8,47.1,21.9,15.2,9.2,12.7,21.8,153.6,13.8
498,2019,Male,25 - 29 years,10.0,52.7,18.2,13.4,8.3,11.7,19.9,146.5,12.4
499,2019,Male,30 - 34 years,11.0,57.5,21.7,14.5,9.6,12.9,21.5,161.5,12.9
500,2019,Male,35 - 39 years,14.1,61.1,28.4,18.1,12.0,16.1,26.8,192.9,16.4
501,2019,Male,40 - 44 years,14.4,53.5,28.9,18.5,11.8,16.7,27.0,187.2,16.5
502,2019,Male,45 - 49 years,14.2,47.8,28.1,17.8,11.0,15.8,25.6,176.6,16.3
503,2019,Male,5 - 9 years,16.2,47.8,30.1,17.9,11.8,16.5,25.4,182.6,16.8
504,2019,Male,50 - 54 years,13.4,39.5,24.1,16.1,10.1,14.5,23.1,156.0,15.2
505,2019,Male,55 - 59 years,12.4,35.7,20.6,15.0,9.2,13.5,21.6,142.1,14.0
506,2019,Male,60 - 64 years,11.4,30.9,17.5,14.0,8.3,12.1,19.3,126.8,13.4
507,2019,Male,65 - 69 years,10.4,26.2,14.6,12.4,7.0,10.6,16.8,109.5,11.6
508,2019,Male,70 - 74 years,8.8,21.5,12.1,10.3,5.6,8.9,14.3,91.3,9.8
509,2019,Male,75 - 79 years,6.1,15.3,7.8,7.1,3.5,6.2,9.4,61.9,6.6
510,2019,Male,80 - 84 years,3.8,9.9,4.4,4.5,2.2,3.9,6.1,39.1,4.3
511,2019,Male,85 years and over,2.9,6.8,2.9,3.2,1.4,2.7,4.1,27.2,3.2
512,2019,Male,All ages,203.4,683.4,363.9,246.6,156.4,219.6,353.0,2456.3,230.0
513,2020,Both sexes,0 - 4 years,23.9,85.4,50.6,28.5,23.0,25.2,43.4,308.7,28.7
514,2020,Both sexes,10 - 14 years,31.3,88.5,59.7,35.2,23.3,33.2,50.2,354.7,33.3
515,2020,Both sexes,15 - 19 years,28.4,87.4,52.8,32.5,20.6,30.0,45.0,327.4,30.8
516,2020,Both sexes,20 - 24 years,24.4,98.2,43.3,30.6,17.1,26.2,43.2,310.5,27.6
517,2020,Both sexes,25 - 29 years,19.7,107.0,38.1,26.1,16.1,22.9,41.0,296.4,25.4
518,2020,Both sexes,30 - 34 years,22.6,117.6,45.6,29.0,19.1,25.5,45.1,331.6,27.0
519,2020,Both sexes,35 - 39 years,28.5,122.0,58.6,35.9,23.6,31.5,55.4,389.8,34.3
520,2020,Both sexes,40 - 44 years,30.0,114.4,61.5,37.6,24.0,33.8,57.5,394.3,35.6
521,2020,Both sexes,45 - 49 years,29.0,99.5,57.9,36.0,22.5,32.2,51.9,362.6,33.6
522,2020,Both sexes,5 - 9 years,30.3,92.3,58.2,33.9,22.3,31.6,49.2,350.2,32.5
523,2020,Both sexes,50 - 54 years,27.4,82.7,49.5,32.7,20.3,29.7,47.0,319.9,30.7
524,2020,Both sexes,55 - 59 years,25.5,76.2,43.6,30.7,18.7,28.1,44.3,296.0,28.9
525,2020,Both sexes,60 - 64 years,23.3,66.6,35.8,28.1,16.5,24.7,39.4,261.6,27.1
526,2020,Both sexes,65 - 69 years,21.1,56.8,30.7,25.3,14.3,21.9,34.6,228.7,24.1
527,2020,Both sexes,70 - 74 years,17.9,47.7,25.4,21.5,11.9,18.6,29.5,192.5,20.0
528,2020,Both sexes,75 - 79 years,12.9,35.3,17.6,15.5,8.0,13.7,21.2,138.5,14.4
529,2020,Both sexes,80 - 84 years,8.5,24.4,10.5,10.2,5.1,8.8,13.9,90.8,9.5
530,2020,Both sexes,85 years and over,7.5,20.5,8.1,8.6,3.5,7.5,11.4,75.6,8.7
531,2020,Both sexes,All ages,412.0,1422.4,747.2,497.9,309.9,444.9,723.3,5029.9,472.2
532,2020,Female,0 - 4 years,11.4,41.8,24.7,13.9,10.8,12.3,21.3,150.0,13.8
533,2020,Female,10 - 14 years,15.3,43.2,29.2,17.2,11.1,16.3,24.6,173.2,16.2
534,2020,Female,15 - 19 years,13.7,43.7,25.4,16.1,10.0,14.9,21.8,161.0,15.5
535,2020,Female,20 - 24 years,11.9,48.9,20.4,15.0,8.1,12.9,21.1,152.1,13.7
536,2020,Female,25 - 29 years,9.8,53.9,19.6,12.7,8.1,11.4,20.3,148.3,12.6
537,2020,Female,30 - 34 years,11.7,60.2,23.9,14.6,9.8,12.9,23.1,170.3,14.1
538,2020,Female,35 - 39 years,14.9,62.5,30.5,18.3,12.2,16.2,28.7,201.7,18.3
539,2020,Female,40 - 44 years,15.3,58.3,31.6,18.8,12.0,17.0,29.3,200.8,18.5
540,2020,Female,45 - 49 years,14.8,50.3,28.9,18.0,11.2,16.2,25.9,182.6,17.1
541,2020,Female,5 - 9 years,14.6,45.1,28.2,16.5,11.0,15.4,24.2,170.6,15.6
542,2020,Female,50 - 54 years,13.7,42.2,24.7,16.3,10.0,14.9,23.5,160.5,15.4
543,2020,Female,55 - 59 years,12.9,39.7,21.8,15.4,9.3,14.3,22.2,150.2,14.6
544,2020,Female,60 - 64 years,11.7,35.1,18.1,13.9,8.0,12.3,19.7,132.7,13.8
545,2020,Female,65 - 69 years,10.4,30.0,15.5,12.5,7.0,10.9,17.4,115.8,12.0
546,2020,Female,70 - 74 years,8.8,25.4,12.9,10.8,6.0,9.4,14.9,98.2,9.9
547,2020,Female,75 - 79 years,6.4,19.3,9.1,8.0,4.1,7.2,11.1,72.6,7.4
548,2020,Female,80 - 84 years,4.5,14.1,5.7,5.5,2.8,4.7,7.7,50.1,5.1
549,2020,Female,85 years and over,4.6,13.3,5.2,5.3,2.1,4.6,7.1,47.6,5.4
550,2020,Female,All ages,206.5,727.1,375.3,248.9,153.7,223.7,364.1,2538.1,238.9
551,2020,Male,0 - 4 years,12.5,43.6,25.9,14.6,12.2,12.9,22.1,158.8,14.9
552,2020,Male,10 - 14 years,15.9,45.3,30.5,18.1,12.2,16.9,25.6,181.6,17.1
553,2020,Male,15 - 19 years,14.7,43.7,27.4,16.4,10.7,15.1,23.2,166.4,15.3
554,2020,Male,20 - 24 years,12.4,49.2,22.8,15.7,9.1,13.3,22.1,158.4,13.9
555,2020,Male,25 - 29 years,10.0,53.1,18.6,13.4,8.0,11.5,20.7,148.1,12.9
556,2020,Male,30 - 34 years,10.9,57.4,21.7,14.5,9.2,12.6,22.0,161.2,12.9
557,2020,Male,35 - 39 years,13.6,59.5,28.1,17.6,11.4,15.3,26.6,188.1,16.0
558,2020,Male,40 - 44 years,14.7,56.0,29.9,18.8,11.9,16.8,28.2,193.5,17.1
559,2020,Male,45 - 49 years,14.2,49.2,29.0,18.0,11.3,16.0,26.0,180.1,16.5
560,2020,Male,5 - 9 years,15.7,47.2,30.0,17.3,11.3,16.2,25.0,179.6,16.8
561,2020,Male,50 - 54 years,13.7,40.6,24.8,16.5,10.3,14.8,23.5,159.4,15.4
562,2020,Male,55 - 59 years,12.6,36.5,21.8,15.3,9.4,13.8,22.1,145.8,14.3
563,2020,Male,60 - 64 years,11.6,31.5,17.8,14.2,8.4,12.4,19.7,128.9,13.3
564,2020,Male,65 - 69 years,10.7,26.8,15.2,12.8,7.3,11.0,17.1,113.0,12.1
565,2020,Male,70 - 74 years,9.1,22.3,12.5,10.7,5.9,9.2,14.6,94.3,10.1
566,2020,Male,75 - 79 years,6.5,15.9,8.5,7.5,3.8,6.6,10.1,65.9,7.1
567,2020,Male,80 - 84 years,4.0,10.3,4.8,4.7,2.3,4.0,6.2,40.7,4.4
568,2020,Male,85 years and over,2.8,7.1,2.9,3.3,1.4,2.8,4.3,28.0,3.3
569,2020,Male,All ages,205.5,695.4,372.0,249.1,156.1,221.2,359.2,2491.8,233.3
570,2021,Both sexes,0 - 4 years,24.5,82.4,48.4,28.4,22.3,24.9,41.9,300.9,28.0
571,2021,Both sexes,10 - 14 years,31.7,92.1,61.0,35.8,24.2,33.9,51.6,364.0,33.7
572,2021,Both sexes,15 - 19 years,27.8,86.4,53.2,32.5,21.4,30.5,46.1,329.0,31.0
573,2021,Both sexes,20 - 24 years,23.4,98.4,44.4,30.2,17.6,26.1,43.3,311.4,27.9
574,2021,Both sexes,25 - 29 years,19.7,107.6,37.5,26.2,16.4,22.7,40.0,294.8,24.8
575,2021,Both sexes,30 - 34 years,23.0,117.1,45.5,28.6,18.6,26.1,44.4,330.5,27.1
576,2021,Both sexes,35 - 39 years,28.4,120.9,57.8,34.9,23.3,31.1,53.3,383.0,33.3
577,2021,Both sexes,40 - 44 years,31.1,117.8,62.9,37.9,25.0,34.9,57.7,403.6,36.4
578,2021,Both sexes,45 - 49 years,29.4,100.8,59.2,36.2,22.6,32.8,53.1,368.2,33.9
579,2021,Both sexes,5 - 9 years,29.8,91.5,55.9,33.5,21.2,31.1,48.0,342.7,31.8
580,2021,Both sexes,50 - 54 years,28.1,86.0,51.3,33.3,20.8,30.5,48.1,329.5,31.5
581,2021,Both sexes,55 - 59 years,26.3,76.9,45.0,31.0,18.8,28.6,45.3,301.2,29.3
582,2021,Both sexes,60 - 64 years,24.1,67.8,37.1,28.6,17.0,25.8,40.5,268.5,27.5
583,2021,Both sexes,65 - 69 years,21.5,58.0,31.6,25.5,14.8,22.3,35.5,234.1,24.8
584,2021,Both sexes,70 - 74 years,18.4,48.5,26.1,21.7,12.2,18.8,30.1,196.2,20.4
585,2021,Both sexes,75 - 79 years,13.7,37.0,19.0,16.4,8.8,14.5,22.6,147.2,15.4
586,2021,Both sexes,80 - 84 years,8.6,24.7,10.9,10.2,5.2,9.0,14.1,92.4,9.8
587,2021,Both sexes,85 years and over,7.5,20.9,8.4,8.7,3.8,7.5,11.7,77.5,9.0
588,2021,Both sexes,All ages,417.1,1434.6,755.3,499.6,314.2,451.2,727.4,5074.7,475.4
589,2021,Female,0 - 4 years,11.8,40.6,23.6,13.8,10.5,12.1,20.7,146.8,13.7
590,2021,Female,10 - 14 years,15.7,45.3,29.9,17.5,11.6,16.7,25.4,178.5,16.4
591,2021,Female,15 - 19 years,13.5,42.7,25.8,15.9,10.4,15.1,22.7,161.4,15.3
592,2021,Female,20 - 24 years,11.8,48.9,21.4,14.6,8.4,12.9,21.3,153.1,13.9
593,2021,Female,25 - 29 years,9.7,54.1,19.1,13.0,8.2,11.4,19.7,147.3,12.2
594,2021,Female,30 - 34 years,11.8,59.6,23.8,14.5,9.6,13.4,22.9,169.4,13.8
595,2021,Female,35 - 39 years,14.7,62.1,30.3,17.9,12.0,16.2,27.9,198.7,17.5
596,2021,Female,40 - 44 years,15.9,59.4,32.4,19.3,12.6,17.9,29.8,206.1,18.7
597,2021,Female,45 - 49 years,14.9,50.7,29.7,18.2,11.3,16.5,26.5,185.1,17.2
598,2021,Female,5 - 9 years,14.3,44.6,27.0,16.4,10.7,14.9,23.4,166.7,15.3
599,2021,Female,50 - 54 years,13.9,43.6,25.5,16.5,10.3,15.3,23.9,164.7,15.7
600,2021,Female,55 - 59 years,13.2,39.8,22.4,15.6,9.4,14.6,22.6,152.2,14.7
601,2021,Female,60 - 64 years,12.1,35.3,18.7,14.2,8.4,13.0,20.3,135.8,13.9
602,2021,Female,65 - 69 years,10.6,30.8,16.0,12.5,7.3,11.1,17.8,118.6,12.4
603,2021,Female,70 - 74 years,9.1,25.7,13.3,10.9,6.2,9.3,15.2,99.8,10.1
604,2021,Female,75 - 79 years,6.8,20.2,9.8,8.5,4.6,7.5,11.7,76.8,7.8
605,2021,Female,80 - 84 years,4.5,14.2,5.9,5.5,2.8,4.9,7.7,50.8,5.2
606,2021,Female,85 years and over,4.6,13.7,5.4,5.4,2.3,4.7,7.4,49.0,5.5
607,2021,Female,All ages,208.9,731.1,380.0,250.2,156.7,227.5,367.0,2560.6,239.2
608,2021,Male,0 - 4 years,12.7,41.9,24.8,14.6,11.8,12.8,21.2,154.1,14.4
609,2021,Male,10 - 14 years,16.0,46.8,31.1,18.3,12.6,17.2,26.2,185.6,17.3
610,2021,Male,15 - 19 years,14.4,43.7,27.4,16.6,11.0,15.4,23.5,167.6,15.7
611,2021,Male,20 - 24 years,11.7,49.5,23.0,15.6,9.2,13.3,22.0,158.3,14.0
612,2021,Male,25 - 29 years,10.0,53.5,18.5,13.2,8.2,11.3,20.3,147.5,12.6
613,2021,Male,30 - 34 years,11.2,57.4,21.7,14.1,9.1,12.7,21.5,161.0,13.3
614,2021,Male,35 - 39 years,13.7,58.8,27.4,16.9,11.3,14.9,25.4,184.3,15.8
615,2021,Male,40 - 44 years,15.2,58.4,30.4,18.7,12.4,17.0,27.9,197.5,17.6
616,2021,Male,45 - 49 years,14.6,50.0,29.5,18.1,11.3,16.3,26.6,183.1,16.7
617,2021,Male,5 - 9 years,15.5,46.9,28.9,17.1,10.4,16.1,24.6,176.0,16.5
618,2021,Male,50 - 54 years,14.1,42.5,25.8,16.8,10.5,15.2,24.2,164.8,15.8
619,2021,Male,55 - 59 years,13.1,37.1,22.6,15.4,9.5,14.0,22.7,149.0,14.6
620,2021,Male,60 - 64 years,12.0,32.6,18.4,14.5,8.6,12.8,20.2,132.7,13.6
621,2021,Male,65 - 69 years,10.9,27.2,15.6,13.0,7.5,11.2,17.7,115.5,12.4
622,2021,Male,70 - 74 years,9.3,22.7,12.9,10.7,6.0,9.5,14.9,96.5,10.3
623,2021,Male,75 - 79 years,6.9,16.8,9.2,7.9,4.2,6.9,10.9,70.4,7.6
624,2021,Male,80 - 84 years,4.1,10.5,5.0,4.7,2.4,4.1,6.3,41.6,4.5
625,2021,Male,85 years and over,2.8,7.2,3.0,3.3,1.6,2.8,4.3,28.6,3.5
626,2021,Male,All ages,208.2,703.5,375.3,249.4,157.4,223.7,360.3,2514.0,236.2
627,2022,Both sexes,0 - 4 years,25.4,81.6,47.1,28.5,19.0,25.3,41.3,295.8,27.6
628,2022,Both sexes,10 - 14 years,32.3,96.8,62.4,36.6,25.2,34.3,52.8,374.9,34.5
629,2022,Both sexes,15 - 19 years,28.7,87.2,54.8,33.6,22.5,31.3,47.7,337.8,31.9
630,2022,Both sexes,20 - 24 years,22.6,98.8,45.1,29.7,18.2,25.7,43.4,311.9,28.5
631,2022,Both sexes,25 - 29 years,19.4,111.4,38.3,26.6,16.2,22.9,40.2,299.1,24.2
632,2022,Both sexes,30 - 34 years,23.0,118.1,46.1,29.1,18.9,26.5,44.9,334.5,27.8
633,2022,Both sexes,35 - 39 years,28.7,120.8,58.2,35.2,23.8,31.7,53.5,385.8,33.9
634,2022,Both sexes,40 - 44 years,31.7,121.5,65.1,38.7,25.6,35.7,58.8,414.7,37.5
635,2022,Both sexes,45 - 49 years,29.8,103.0,60.3,36.8,23.2,33.6,54.3,376.0,35.0
636,2022,Both sexes,5 - 9 years,29.2,91.4,56.0,32.9,22.9,30.7,48.3,343.6,32.2
637,2022,Both sexes,50 - 54 years,28.5,90.4,54.0,34.4,21.5,31.4,50.1,342.9,32.4
638,2022,Both sexes,55 - 59 years,26.6,79.2,46.1,32.2,19.3,29.7,46.5,309.7,30.2
639,2022,Both sexes,60 - 64 years,24.4,70.1,38.5,29.3,17.1,26.6,41.8,275.8,28.0
640,2022,Both sexes,65 - 69 years,22.1,59.5,32.8,26.2,14.9,23.1,36.5,240.5,25.5
641,2022,Both sexes,70 - 74 years,18.9,50.7,27.3,22.7,12.3,19.7,31.3,204.7,21.6
642,2022,Both sexes,75 - 79 years,14.4,38.7,20.5,17.1,9.3,15.1,23.9,155.0,16.0
643,2022,Both sexes,80 - 84 years,8.8,25.6,11.8,10.4,5.5,9.5,14.9,96.8,10.3
644,2022,Both sexes,85 years and over,7.8,23.4,9.4,8.8,4.9,7.9,12.8,84.4,9.4
645,2022,Both sexes,All ages,422.2,1468.4,774.0,508.7,320.3,460.7,743.0,5184.0,486.7
646,2022,Female,0 - 4 years,12.4,39.8,22.7,14.0,9.2,12.4,20.3,144.2,13.4
647,2022,Female,10 - 14 years,15.7,47.3,30.6,17.9,12.2,16.7,26.1,183.4,16.8
648,2022,Female,15 - 19 years,14.0,43.1,26.8,16.4,10.9,15.2,23.2,165.1,15.6
649,2022,Female,20 - 24 years,10.9,49.9,21.6,14.6,8.8,12.5,21.5,153.9,14.2
650,2022,Female,25 - 29 years,9.5,56.2,19.3,13.3,8.1,11.6,20.0,150.0,12.0
651,2022,Female,30 - 34 years,12.1,60.5,24.3,15.0,9.8,13.7,23.3,173.1,14.4
652,2022,Female,35 - 39 years,15.0,62.1,30.8,18.5,12.4,16.9,28.1,201.5,17.8
653,2022,Female,40 - 44 years,16.3,61.7,33.7,19.9,13.1,18.3,30.2,212.7,19.3
654,2022,Female,45 - 49 years,15.0,51.9,30.5,18.4,11.6,17.1,27.2,189.5,17.7
655,2022,Female,5 - 9 years,14.1,44.8,27.4,16.1,11.1,14.9,23.5,167.7,15.6
656,2022,Female,50 - 54 years,14.1,45.8,26.9,17.1,10.6,15.8,24.9,171.4,16.3
657,2022,Female,55 - 59 years,13.4,40.9,23.1,16.1,9.6,15.1,23.2,156.5,15.1
658,2022,Female,60 - 64 years,12.3,36.4,19.4,14.6,8.5,13.5,21.0,139.8,14.2
659,2022,Female,65 - 69 years,11.0,31.4,16.6,12.9,7.5,11.5,18.3,121.9,12.7
660,2022,Female,70 - 74 years,9.4,27.1,14.0,11.5,6.1,9.9,15.8,104.5,10.8
661,2022,Female,75 - 79 years,7.2,21.1,10.5,8.9,4.9,7.8,12.4,80.9,8.1
662,2022,Female,80 - 84 years,4.6,14.7,6.4,5.7,3.0,5.0,8.2,53.0,5.5
663,2022,Female,85 years and over,4.8,15.1,5.9,5.4,2.9,4.9,8.0,52.8,5.8
664,2022,Female,All ages,211.9,749.7,390.5,256.3,160.3,232.5,375.3,2622.0,245.5
665,2022,Male,0 - 4 years,13.0,41.9,24.4,14.5,9.7,12.9,21.0,151.6,14.2
666,2022,Male,10 - 14 years,16.5,49.5,31.8,18.7,13.0,17.5,26.7,191.5,17.7
667,2022,Male,15 - 19 years,14.7,44.1,28.1,17.2,11.6,16.1,24.5,172.6,16.2
668,2022,Male,20 - 24 years,11.6,49.0,23.5,15.1,9.4,13.2,21.9,158.0,14.3
669,2022,Male,25 - 29 years,9.8,55.2,18.9,13.3,8.1,11.3,20.2,149.1,12.2
670,2022,Male,30 - 34 years,11.0,57.6,21.9,14.1,9.1,12.8,21.6,161.4,13.4
671,2022,Male,35 - 39 years,13.7,58.8,27.4,16.7,11.4,14.8,25.4,184.3,16.1
672,2022,Male,40 - 44 years,15.4,59.8,31.4,18.8,12.5,17.4,28.6,202.1,18.2
673,2022,Male,45 - 49 years,14.8,51.1,29.8,18.4,11.6,16.5,27.1,186.5,17.3
674,2022,Male,5 - 9 years,15.0,46.6,28.6,16.9,11.7,15.8,24.7,175.9,16.6
675,2022,Male,50 - 54 years,14.4,44.7,27.2,17.3,10.9,15.7,25.2,171.4,16.2
676,2022,Male,55 - 59 years,13.2,38.2,23.0,16.1,9.7,14.7,23.3,153.2,15.1
677,2022,Male,60 - 64 years,12.0,33.7,19.2,14.7,8.7,13.1,20.8,136.0,13.8
678,2022,Male,65 - 69 years,11.1,28.1,16.1,13.2,7.5,11.6,18.1,118.6,12.8
679,2022,Male,70 - 74 years,9.5,23.7,13.3,11.2,6.2,9.8,15.5,100.2,10.8
680,2022,Male,75 - 79 years,7.1,17.6,9.9,8.2,4.5,7.4,11.5,74.1,7.9
681,2022,Male,80 - 84 years,4.2,10.9,5.4,4.8,2.5,4.4,6.7,43.7,4.8
682,2022,Male,85 years and over,3.0,8.3,3.6,3.4,1.9,3.0,4.8,31.6,3.6
683,2022,Male,All ages,210.3,718.7,383.5,252.4,160.0,228.2,367.7,2562.0,241.1
684,2023,Both sexes,0 - 4 years,25.6,83.0,45.8,27.9,18.3,25.2,40.5,293.8,27.5
685,2023,Both sexes,10 - 14 years,33.3,98.7,62.1,36.7,25.1,34.5,53.4,379.2,35.4
686,2023,Both sexes,15 - 19 years,29.8,88.7,56.6,35.8,23.4,33.0,49.5,349.5,32.7
687,2023,Both sexes,20 - 24 years,23.5,93.5,47.4,31.9,19.0,27.6,44.8,317.8,29.9
688,2023,Both sexes,25 - 29 years,20.5,112.1,38.9,28.3,16.9,23.6,42.1,308.5,26.1
689,2023,Both sexes,30 - 34 years,22.8,122.4,43.4,29.4,18.7,26.2,45.2,337.0,28.8
690,2023,Both sexes,35 - 39 years,28.3,124.8,55.1,35.0,23.2,31.1,52.8,384.5,34.2
691,2023,Both sexes,40 - 44 years,32.2,128.7,65.2,39.7,26.4,36.0,60.2,427.7,39.3
692,2023,Both sexes,45 - 49 years,30.5,106.4,60.2,36.9,23.5,33.8,55.5,382.7,35.9
693,2023,Both sexes,5 - 9 years,29.6,91.0,53.9,32.4,22.0,30.1,47.5,338.6,32.2
694,2023,Both sexes,50 - 54 years,29.1,94.4,55.9,35.3,22.0,32.5,51.7,354.5,33.6
695,2023,Both sexes,55 - 59 years,27.4,81.1,47.2,32.5,19.7,30.1,47.3,316.3,31.0
696,2023,Both sexes,60 - 64 years,25.2,73.3,39.8,29.9,17.7,27.6,43.2,285.2,28.5
697,2023,Both sexes,65 - 69 years,22.4,60.5,33.5,26.6,15.2,23.4,37.2,244.8,26.1
698,2023,Both sexes,70 - 74 years,19.5,52.1,28.0,23.3,12.8,20.2,32.3,210.5,22.3
699,2023,Both sexes,75 - 79 years,15.1,40.0,21.6,17.9,9.7,15.8,25.2,162.1,16.9
700,2023,Both sexes,80 - 84 years,9.3,26.6,12.7,11.0,5.9,9.9,15.6,101.8,10.8
701,2023,Both sexes,85 years and over,8.1,24.2,9.8,9.0,4.9,8.1,13.4,87.1,9.6
702,2023,Both sexes,All ages,432.1,1501.5,777.1,519.6,324.6,468.6,757.4,5281.6,500.8
703,2023,Female,0 - 4 years,12.8,40.6,22.3,13.8,9.0,12.5,20.0,144.6,13.6
704,2023,Female,10 - 14 years,16.3,48.1,30.4,17.9,12.2,17.0,26.2,185.3,17.2
705,2023,Female,15 - 19 years,14.1,43.8,27.5,17.9,11.5,15.7,24.6,170.7,15.8
706,2023,Female,20 - 24 years,11.2,46.5,22.6,16.2,9.4,13.2,22.3,156.5,14.9
707,2023,Female,25 - 29 years,10.0,56.5,19.2,14.3,8.3,11.8,20.9,153.8,13.0
708,2023,Female,30 - 34 years,11.9,62.3,22.6,15.3,9.6,13.6,23.3,173.6,14.9
709,2023,Female,35 - 39 years,14.8,64.0,29.2,18.6,12.2,16.6,27.7,201.2,18.1
710,2023,Female,40 - 44 years,16.7,65.6,33.7,20.8,13.6,18.8,31.2,221.0,20.5
711,2023,Female,45 - 49 years,15.4,53.8,30.7,18.7,11.9,17.4,28.1,194.0,18.2
712,2023,Female,5 - 9 years,14.6,44.3,26.1,15.9,10.8,14.6,23.1,165.2,15.8
713,2023,Female,50 - 54 years,14.5,47.9,27.9,17.6,10.9,16.5,25.9,178.0,16.8
714,2023,Female,55 - 59 years,13.8,41.9,23.7,16.3,9.8,15.4,23.9,160.2,15.4
715,2023,Female,60 - 64 years,12.7,38.1,20.1,14.9,8.8,14.2,21.9,145.0,14.3
716,2023,Female,65 - 69 years,11.2,32.0,17.0,13.2,7.6,11.7,18.7,124.6,13.2
717,2023,Female,70 - 74 years,9.7,27.9,14.4,11.7,6.4,10.3,16.4,107.9,11.2
718,2023,Female,75 - 79 years,7.7,21.7,11.1,9.3,5.0,8.1,12.9,84.3,8.4
719,2023,Female,80 - 84 years,4.8,15.2,6.9,5.9,3.2,5.2,8.6,55.6,5.8
720,2023,Female,85 years and over,4.9,15.5,6.0,5.5,3.0,5.0,8.1,53.9,5.9
721,2023,Female,All ages,217.2,765.6,391.3,263.9,163.2,237.5,383.8,2675.4,252.9
722,2023,Male,0 - 4 years,12.8,42.3,23.5,14.2,9.4,12.6,20.5,149.2,13.8
723,2023,Male,10 - 14 years,17.0,50.6,31.7,18.8,12.9,17.5,27.2,193.9,18.2
724,2023,Male,15 - 19 years,15.7,45.0,29.1,18.0,11.9,17.3,24.9,178.7,17.0
725,2023,Male,20 - 24 years,12.3,47.0,24.8,15.7,9.6,14.3,22.5,161.3,15.1
726,2023,Male,25 - 29 years,10.5,55.6,19.8,14.0,8.6,11.8,21.2,154.7,13.2
727,2023,Male,30 - 34 years,10.9,60.1,20.8,14.1,9.1,12.6,21.9,163.4,13.9
728,2023,Male,35 - 39 years,13.4,60.8,25.9,16.4,11.1,14.5,25.1,183.3,16.1
729,2023,Male,40 - 44 years,15.5,63.1,31.4,18.8,12.8,17.2,29.0,206.7,18.8
730,2023,Male,45 - 49 years,15.1,52.6,29.5,18.3,11.6,16.4,27.4,188.7,17.8
731,2023,Male,5 - 9 years,14.9,46.6,27.9,16.6,11.2,15.4,24.3,173.4,16.5
732,2023,Male,50 - 54 years,14.7,46.5,27.9,17.7,11.1,16.0,25.7,176.4,16.8
733,2023,Male,55 - 59 years,13.6,39.2,23.5,16.2,9.9,14.7,23.4,156.1,15.6
734,2023,Male,60 - 64 years,12.5,35.1,19.8,15.0,8.9,13.5,21.3,140.3,14.2
735,2023,Male,65 - 69 years,11.2,28.5,16.5,13.3,7.6,11.7,18.5,120.2,12.9
736,2023,Male,70 - 74 years,9.8,24.3,13.6,11.6,6.4,9.9,16.0,102.6,11.0
737,2023,Male,75 - 79 years,7.4,18.3,10.5,8.5,4.7,7.7,12.2,77.8,8.4
738,2023,Male,80 - 84 years,4.5,11.4,5.8,5.0,2.7,4.7,7.0,46.1,5.0
739,2023,Male,85 years and over,3.1,8.6,3.8,3.5,2.0,3.2,5.3,33.1,3.7
740,2023,Male,All ages,214.9,735.8,385.8,255.7,161.3,231.1,373.6,2606.2,247.9
